0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
738454049,  30 Ağustos 2021,  Satılık Daire ,90.0,90.0,  2+1,  5-10 arası,  1,  3,  Yok,  1,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Bilinmiyor,  Emlak Ofisinden,  Evet,  Evet ,Karacabey,400.000
927749044,  30 Ağustos 2021,  Satılık Daire ,140.0,130.0,  3+1,  2,  3,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Hayır,  Bilinmiyor,  Emlak Ofisinden,  Hayır,  Hayır ,Karacabey,380.000
950625750,  30 Ağustos 2021,  Satılık Daire ,130.0,123.0,  3+1,  0,  Zemin Kat,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat Mülkiyetli,  Sahibinden,  Hayır,  Hayır ,Karacabey,310.000
566641592,  30 Ağustos 2021,  Satılık Daire ,90.0,80.0,  2+1,  0,  1,  2,  Yok,  2,  Var,  Hayır,  Boş,  Evet,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Belirtilmemiş,  Sahibinden,  Evet,  Hayır ,Karacabey,360.000
935368560,  30 Ağustos 2021,  Satılık Daire ,140.0,135.0,  3+1,  2,  Giriş Altı Kot 3,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Mülk Sahibi,  Hayır,  Belirtilmemiş,  50,  Evet,  Kat Mülkiyetli,  Sahibinden,  Hayır,  Evet ,Karacabey,425.000
950740513,  30 Ağustos 2021,  Satılık Daire ,147.0,135.0,  3+1,  0,  4,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat İrtifaklı,  Sahibinden,  Evet,  Evet ,Karacabey,412.000
933799837,  30 Ağustos 2021,  Satılık Daire ,160.0,140.0,  3+1,  0,  2,  5,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat Mülkiyetli,  Emlak Ofisinden,  Hayır,  Evet ,Karacabey,385.000
950761278,  30 Ağustos 2021,  Satılık Daire ,95.0,90.0,  2+1,  21-25 arası,  3,  4,  Soba,  1,  Var,  Evet,  Mülk Sahibi,  Hayır,  Belirtilmemiş,  0,  Evet,  Kat Mülkiyetli,  Sahibinden,  Hayır,  Hayır ,Karacabey,320.000
950761278,  30 Ağustos 2021,  Satılık Daire ,95.0,90.0,  2+1,  21-25 arası,  3,  4,  Soba,  1,  Var,  Evet,  Mülk Sahibi,  Hayır,  Belirtilmemiş,  0,  Evet,  Kat Mülkiyetli,  Sahibinden,  Hayır,  Hayır ,Karacabey,320.000
921720647,  30 Ağustos 2021,  Satılık Daire ,300.0,260.0,  5+1,  4,  4,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Mülk Sahibi,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat İrtifaklı,  Emlak Ofisinden,  Hayır,  Evet ,Karacabey,620.000
928579817,  30 Ağustos 2021,  Satılık Daire ,270.0,270.0,  6+1,  0,  4,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat Mülkiyetli,  Emlak Ofisinden,  Hayır,  Evet ,Karacabey,625.000
888031361,  01 Eylül 2021,  Satılık Daire ,140.0,130.0,  2+1,  0,  Yüksek Giriş,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat İrtifaklı,  İnşaat Firmasından,  Evet,  Evet ,Karacabey,300.000
950576522,  30 Ağustos 2021,  Satılık Daire ,120.0,120.0,  2+1,  11-15 arası,  2,  5,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Boş,  Evet,  Belirtilmemiş,  30,  Evet,  Kat İrtifaklı,  Sahibinden,  Hayır,  Hayır ,Karacabey,277.500
887905498,  29 Ağustos 2021,  Satılık Daire ,158.0,150.0,  3+1,  0,  1,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat İrtifaklı,  İnşaat Firmasından,  Hayır,  Hayır ,Karacabey,575.000
917663101,  29 Ağustos 2021,  Satılık Yazlık ,150.0,130.0,  3+1,  2,  1,  2,  Yok,  2,  Var,  Hayır,  Mülk Sahibi,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Belirtilmemiş,  Emlak Ofisinden,  Hayır,  Hayır ,Karacabey,450.000
951841770,  02 Eylül 2021,  Satılık Daire ,138.0,128.0,  3+1,  4,  1,  4,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Mülk Sahibi,  Hayır,  Belirtilmemiş,  35,  Belirtilmemiş,  Kat Mülkiyetli,  Sahibinden,  Hayır,  Evet ,Karacabey,330.000
